RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2015~2015~05~Q31~TCC02~AGE~OVERALL,2015,2015,AR,Arkansas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,34.6,34.6,,,27.0,43.1,Age Group,65 years or older,,,POINT (-92.27449074299966 34.74865012400045),C06,TCC02,Q31,5,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2015~2015~06~Q31~TCC02~AGE~RACE,2015,2015,CA,California,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,36.2,36.2,,,21.3,54.4,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-120.99999953799971 37.63864012300047),C06,TCC02,Q31,6,AGE,5064,RACE,WHT
BRFSS~2015~2015~11~Q31~TCC02~AGE~RACE,2015,2015,DC,District of Columbia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,50.6,50.6,,,33.7,67.5,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-77.036871 38.907192),C06,TCC02,Q31,11,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2015~2015~05~Q31~TCC02~AGE~RACE,2015,2015,AR,Arkansas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-92.27449074299966 34.74865012400045),C06,TCC02,Q31,5,AGE,5064,RACE,HIS
BRFSS~2015~2015~17~Q31~TCC02~AGE~RACE,2015,2015,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,29.7,29.7,,,22.9,37.6,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2015~2015~01~Q31~TCC02~AGE~OVERALL,2015,2015,AL,Alabama,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,55.5,55.5,,,48.1,62.7,Age Group,50-64 years,,,POINT (-86.63186076199969 32.84057112200048),C06,TCC02,Q31,1,AGE,5064,OVERALL,OVERALL
BRFSS~2015~2015~08~Q31~TCC02~AGE~RACE,2015,2015,CO,Colorado,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,32.8,32.8,,,23.3,43.9,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-106.13361092099967 38.843840757000464),C06,TCC02,Q31,8,AGE,5064,RACE,WHT
BRFSS~2015~2015~13~Q31~TCC02~AGE~RACE,2015,2015,GA,Georgia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-83.62758034599966 32.83968109300048),C06,TCC02,Q31,13,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2015~2015~08~Q31~TCC02~AGE~SEX,2015,2015,CO,Colorado,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,39.1,39.1,,,30.4,48.6,Age Group,Overall,Sex,Female,POINT (-106.13361092099967 38.843840757000464),C06,TCC02,Q31,8,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2015~2015~01~Q31~TCC02~AGE~RACE,2015,2015,AL,Alabama,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,65.5,65.5,,,50.4,78.0,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-86.63186076199969 32.84057112200048),C06,TCC02,Q31,1,AGE,5064,RACE,BLK
BRFSS~2015~2015~15~Q31~TCC02~AGE~OVERALL,2015,2015,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,41.6,41.6,,,34.8,48.8,Age Group,Overall,,,POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2015~2015~01~Q31~TCC02~AGE~RACE,2015,2015,AL,Alabama,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,45.2,45.2,,,39.1,51.4,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-86.63186076199969 32.84057112200048),C06,TCC02,Q31,1,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2015~2015~19~Q31~TCC02~AGE~SEX,2015,2015,IA,Iowa,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Sex,Male,POINT (-93.81649055599968 42.46940091300047),C06,TCC02,Q31,19,AGE,65PLUS,SEX,MALE
BRFSS~2015~2015~12~Q31~TCC02~AGE~RACE,2015,2015,FL,Florida,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-81.92896053899966 28.932040377000476),C06,TCC02,Q31,12,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2015~2015~01~Q31~TCC02~AGE~OVERALL,2015,2015,AL,Alabama,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,38.2,38.2,,,31.5,45.4,Age Group,65 years or older,,,POINT (-86.63186076199969 32.84057112200048),C06,TCC02,Q31,1,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2015~2015~05~Q31~TCC02~AGE~RACE,2015,2015,AR,Arkansas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,33.3,33.3,,,25.2,42.5,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-92.27449074299966 34.74865012400045),C06,TCC02,Q31,5,AGE,65PLUS,RACE,WHT
BRFSS~2015~2015~11~Q31~TCC02~AGE~RACE,2015,2015,DC,District of Columbia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,14.7,14.7,,,8.0,25.4,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-77.036871 38.907192),C06,TCC02,Q31,11,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2015~2015~04~Q31~TCC02~AGE~RACE,2015,2015,AZ,Arizona,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,32.3,32.3,,,26.9,38.1,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-111.76381127699972 34.865970280000454),C06,TCC02,Q31,4,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2015~2015~04~Q31~TCC02~AGE~SEX,2015,2015,AZ,Arizona,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,28.7,28.7,,,21.2,37.6,Age Group,65 years or older,Sex,Female,POINT (-111.76381127699972 34.865970280000454),C06,TCC02,Q31,4,AGE,65PLUS,SEX,FEMALE
BRFSS~2015~2015~13~Q31~TCC02~AGE~RACE,2015,2015,GA,Georgia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-83.62758034599966 32.83968109300048),C06,TCC02,Q31,13,AGE,5064,RACE,ASN
BRFSS~2015~2015~11~Q31~TCC02~AGE~RACE,2015,2015,DC,District of Columbia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,46.0,46.0,,,27.2,66.0,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-77.036871 38.907192),C06,TCC02,Q31,11,AGE,65PLUS,RACE,BLK
BRFSS~2015~2015~17~Q31~TCC02~AGE~RACE,2015,2015,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2015~2015~06~Q31~TCC02~AGE~RACE,2015,2015,CA,California,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.99999953799971 37.63864012300047),C06,TCC02,Q31,6,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2015~2015~17~Q31~TCC02~AGE~SEX,2015,2015,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,46.9,46.9,,,32.5,61.9,Age Group,50-64 years,Sex,Female,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,5064,SEX,FEMALE
BRFSS~2015~2015~11~Q31~TCC02~AGE~SEX,2015,2015,DC,District of Columbia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,32.9,32.9,,,17.7,52.6,Age Group,65 years or older,Sex,Male,POINT (-77.036871 38.907192),C06,TCC02,Q31,11,AGE,65PLUS,SEX,MALE
BRFSS~2015~2015~06~Q31~TCC02~AGE~OVERALL,2015,2015,CA,California,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,33.9,33.9,,,25.8,43.1,Age Group,Overall,,,POINT (-120.99999953799971 37.63864012300047),C06,TCC02,Q31,6,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2015~2015~17~Q31~TCC02~AGE~RACE,2015,2015,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,5064,RACE,ASN
